BVTV,DA,ROI Number,Scan,m1,m2,m3,Variation Coefficient,Group,OI Type,S11,S12,S13,S21,S22,S23,S31,S32,S33,S44,S55,S66
0.2421,2.051,3,C0001585_SEG_UNCOMP,0.65755,0.9941200000000001,1.34833,0.11660529446201287,Control,,350.43269345346033,191.13250990274997,167.87726347995795,191.13250990274997,874.2255472197006,320.74767858387986,167.87726347995795,320.74767858387986,1544.4767394514429,444.1212102359505,207.68928974264367,184.3457706984192
0.1293,2.076,4,C0001585_SEG_UNCOMP,0.6883100000000001,0.88279,1.4289,0.17966852178418585,Control,,184.51191546262461,60.677819544131914,66.65819236596154,60.67781954413176,251.20420290401066,99.7924175179737,66.65819236596148,99.7924175179737,749.0315146730277,150.29500408569828,83.83471050073435,52.9735019711479
0.2672,1.84,5,C0001585_SEG_UNCOMP,0.76212,0.8354,1.40248,0.233039988561016,Control,,714.6562877530754,295.9981363720069,259.97859026414807,295.9981363720064,863.5518824199235,298.41370472128796,259.9785902641483,298.41370472128796,1928.5126201171388,375.8485563557559,334.7913554199491,294.90564750004705
0.2062,2.1719999999999997,6,C0001585_SEG_UNCOMP,0.64083,0.96729,1.39188,0.15535231801325922,Control,,279.0561303466954,144.06636127562484,132.97297080042787,144.06636127562484,707.1987043524949,254.76614279407465,132.97297080042787,254.76614279407465,1366.876136447999,367.97756371939647,161.65026229722633,136.9154225212453
0.3013,2.023,1,C0002215_SEG_UNCOMP,0.72831,0.79864,1.47306,0.17514263018237095,Control,,740.4618745628148,280.8058316207716,290.2827286013931,280.8058316207716,888.4276085578458,324.29192217183885,290.2827286013931,324.29192217183885,2171.8562070736366,424.3204393937452,386.1939282343177,263.9480642154385
0.2867,2.204,2,C0002215_SEG_UNCOMP,0.64089,0.9467399999999999,1.41238,0.16554896524934073,Control,,470.3460173341016,244.24283695843044,227.81670489012265,244.24283695843044,1060.6387153058715,406.27635732512357,227.81670489012265,406.27635732512465,1986.45898730902,541.1646528074057,276.19488983840756,243.91383143102408
0.2322,1.9780000000000002,3,C0002215_SEG_UNCOMP,0.70804,0.8917200000000001,1.40024,0.08817647075918296,Control,,379.0610913299061,175.92481550899257,152.34138654565572,175.92481550899257,595.0359925570696,212.45207365110508,152.34138654565572,212.45207365110508,1429.6046022043038,300.5047481260069,199.47909712708358,176.98863398455975
0.2406,2.001,4,C0002215_SEG_UNCOMP,0.71597,0.85126,1.43277,0.1708524567961317,Control,,467.56874471113,178.94107072030783,179.6137844588288,178.94107072030783,577.3083860997604,214.2075123166546,179.6137844588288,214.2075123166546,1575.6910966548578,308.2057860526164,233.39530659654872,183.92206714630865
0.2508,2.015,5,C0002215_SEG_UNCOMP,0.69021,0.9191600000000001,1.39063,0.14978753040918408,Control,,434.39147149954835,185.49853986760897,172.46027733639508,185.49853986760897,666.065786241039,280.15184620685216,172.46027733639508,280.15184620685216,1570.663927839011,365.6207030635306,206.46548616138048,182.0392249543098
0.2054,2.258,6,C0002215_SEG_UNCOMP,0.6502100000000001,0.88181,1.46799,0.1102078693085109,Control,,268.3391658576597,130.52519018540985,112.88599576848985,130.52519018540985,488.1627057705745,175.08077963572848,112.88599576848985,175.08077963572848,1283.7758968110707,259.3461226972915,145.28161627725993,133.38676715203272
0.1706,1.837,1,C0002033_SEG_UNCOMP,0.7581600000000001,0.8491,1.3927399999999999,0.13959240278188098,Control,,233.16788783376438,69.66902567077902,84.57423385392228,69.66902567077902,298.16106825923595,106.35041400041978,84.57423385392228,106.35041400041978,822.9641340085358,160.18047740528516,129.30759210335233,74.46680581652016
0.2546,2.398,2,C0002033_SEG_UNCOMP,0.5817399999999999,1.02338,1.39488,0.13371560911811098,Control,,360.31422198551456,195.27778159955668,158.1298372739449,195.27778159955668,913.2161257740462,314.34548454678793,158.1298372739449,314.34548454678793,1735.3104042054617,485.2874517258657,198.63882098058463,171.81859594015137
0.2431,2.103,3,C0002033_SEG_UNCOMP,0.64231,1.0072299999999998,1.35046,0.1748979425112801,Control,,368.0888606969599,153.86475849800422,134.83134245939584,153.86475849800422,829.4859514764333,255.40847312426254,134.83134245939584,255.40847312426254,1643.687745078958,412.5972533869423,184.79794208601044,173.69356263494657
0.1735,1.757,4,C0002033_SEG_UNCOMP,0.7672100000000001,0.88485,1.3479299999999999,0.14991283354828727,Control,,211.1394055444368,83.90494956086609,83.00782755844148,83.90494956086609,299.3967299845205,96.49881243121136,83.00782755844148,96.49881243121136,717.8171363308523,149.63103800933143,110.75863838934066,89.9569257966575
0.1293,1.661,5,C0002033_SEG_UNCOMP,0.80495,0.8579,1.3371600000000001,0.2637765101165926,Control,,134.77255353699707,52.46382630187013,47.41080920331715,52.46382630187013,173.9597398376465,75.96735546048602,47.41080920331719,75.96735546048602,569.8274337734575,105.52170756142134,72.13675680090302,57.94624836027612
0.22,1.771,6,C0002033_SEG_UNCOMP,0.76556,0.87851,1.3559299999999999,0.2597814182403794,Control,,358.63379951542754,173.14918130086576,157.48345669911316,173.14918130086576,580.8774012906094,220.66821128971029,157.48345669911316,220.66821128971029,1316.5288095398946,298.9727255730783,213.85864502488985,172.53005029113615
0.0352,1.952,1,C0001950_SEG_UNCOMP,0.72618,0.856,1.41782,0.7396745547959457,Control,,18.05367156569682,7.182763387424912,5.988436466140337,7.182763387424912,24.180115353641757,5.713051962702576,5.988436466140337,5.713051962702576,102.25909213130721,10.748967551823876,9.220520502228487,9.888483049846423
0.1402,2.371,2,C0001950_SEG_UNCOMP,0.6138100000000001,0.9311,1.45509,0.42821020997005466,Control,,97.66997585521321,39.43255451028841,44.048021642214515,39.43255451028841,256.0519978109671,82.20611038091775,44.048021642214515,82.20611038091775,654.8779634699978,139.1662890253167,73.76438859028698,55.78100402979479
0.12,2.285,3,C0001950_SEG_UNCOMP,0.64505,0.8811100000000001,1.47384,0.5022860304154279,Control,,79.56638546567174,40.44582055568749,33.74165242361624,40.44582055568749,161.33359214389415,57.60639911832027,33.74165242361624,57.60639911832027,519.3654122175949,100.30299926270861,56.3921240032723,46.72407873488455
0.2071,2.463,4,C0001950_SEG_UNCOMP,0.58381,0.9781700000000001,1.43803,0.1610779541316582,Control,,150.55990886138568,84.01852074607504,85.85426145529934,84.01852074607504,450.69026793830886,165.3696205920137,85.85426145529934,165.3696205920137,1243.7448149302368,276.8552341530845,113.97333192261199,92.56324343084991
0.071,2.148,5,C0001950_SEG_UNCOMP,0.6706,0.8890899999999999,1.44031,0.8038223862057784,Control,,28.47291706873769,11.383722555872875,10.551414783634646,11.383722555872875,51.415060030220765,16.953049091320718,10.551414783634646,16.953049091320718,216.42987612185848,36.77789395930481,22.35270242934289,15.595629777592674
0.0808,2.314,6,C0001950_SEG_UNCOMP,0.62526,0.9277299999999999,1.4470100000000001,0.8379346328238076,Control,,43.652208576763414,21.808574000249862,17.710466081948855,21.808574000249862,131.12787287953452,43.70361896540773,17.710466081948855,43.70361896540773,331.03188678393565,76.1279053689724,32.788242954698745,28.566842721678608
0.1756,2.012,1,C0001560_SEG_UNCOMP,0.67629,0.96296,1.36074,0.10632094641073866,Control,,161.2308747982407,62.25211450383166,56.29127412584612,62.25211450383166,259.92278460213834,84.82385151488732,56.29127412584612,84.82385151488732,734.9084984552123,143.28640438016316,83.69790340576088,73.05204824163388
0.1627,2.0580000000000003,2,C0001560_SEG_UNCOMP,0.67992,0.9208700000000001,1.39921,0.1930982642248749,Control,,121.38784085494665,48.080093160429925,50.82927402277515,48.080093160429925,249.485694411871,90.80361740613657,50.82927402277515,90.80361740613657,667.6539476816498,151.5760891689748,73.45572216279895,58.95468172466877
0.1428,2.063,3,C0001560_SEG_UNCOMP,0.66994,0.9481700000000001,1.38189,0.2640415758082632,Control,,98.11173134903187,58.15025386341924,50.44942871301658,58.15025386341924,255.37937892033932,82.28981699049909,50.44942871301658,82.28981699049909,669.6668899580335,133.07861553663255,67.7980411046734,59.45960080075462
0.2151,1.851,4,C0001560_SEG_UNCOMP,0.7257600000000001,0.9306,1.34364,0.15171403893822774,Control,,222.36759267244813,93.74137637976067,90.62893401953743,93.74137637976067,459.814782009581,149.15438567983,90.6289340195376,149.15438567983,1027.1054449113599,221.3434278219747,129.377818331636,103.9172840230774
0.3109,2.051,5,C0001560_SEG_UNCOMP,0.64671,1.02685,1.32644,0.24186103749991705,Control,,457.07642407120557,214.59516655378823,171.30725288264205,214.59516655378823,1419.9589191630116,377.29087784507976,171.30725288264205,377.29087784507976,1875.5868232181372,525.3277230573691,252.19538945378778,244.27341022784577
0.2694,2.062,6,C0001560_SEG_UNCOMP,0.66174,0.9735,1.36477,0.17936147985745302,Control,,348.77561985660236,147.35948711855204,131.60130504706305,147.35948711855204,1032.6215510834527,264.05701397595385,131.60130504706305,264.05701397595385,1541.3522142214972,387.8186304703242,206.9330323850357,181.97020195750184
0.2859,2.144,1,C0001904_SEG_UNCOMP,0.65007,0.9563200000000001,1.39361,0.15092004331261838,Control,,482.6982342514519,207.3962372340383,203.362343553803,207.3962372340383,1166.6646496653375,369.7647203398133,203.362343553803,369.7647203398133,2091.039176558565,521.0594785016956,278.427076023116,217.64193525507721
0.1211,1.8519999999999999,2,C0001904_SEG_UNCOMP,0.75145,0.8565,1.39205,0.3007528580183902,Control,,108.37095587450708,36.96071906268327,42.03785103839539,36.96071906268334,149.00540439327386,53.8812934414816,42.03785103839539,53.8812934414816,599.1809527390666,86.93503212895918,63.46728008920908,49.226135579854535
0.1297,1.834,3,C0001904_SEG_UNCOMP,0.77181,0.8124399999999999,1.41575,0.3089680198756356,Control,,127.94508546919693,45.44281391136334,55.57914327909741,45.44281391136334,158.31761871933378,65.88427173931622,55.57914327909741,65.88427173931622,678.6760078093866,99.87308983248353,76.19886696016792,53.9663976801059
0.1388,1.858,4,C0001904_SEG_UNCOMP,0.71801,0.94771,1.33428,0.2821287698709759,Control,,136.65785493697575,71.33858372355233,54.87585429540676,71.33858372355246,287.46242730297854,78.32697390418501,54.87585429540676,78.32697390418508,549.2688356221685,124.11991606179902,77.30154653787265,74.79167823152692
0.3373,2.266,5,C0001904_SEG_UNCOMP,0.61228,1.00047,1.38725,0.14281567730019104,Control,,625.3258050132885,318.6955541162952,281.13682791665985,318.6955541162952,1678.329228064458,532.3959622302722,281.13682791665985,532.3959622302722,2546.8091438050988,714.2862739519884,349.96691773811483,317.2557295186147
0.3211,2.105,6,C0001904_SEG_UNCOMP,0.63563,1.02647,1.33791,0.16102065598408905,Control,,612.6276938563566,292.866222141177,255.83929494219453,292.866222141177,1476.6914424470888,486.8431605199485,255.83929494219453,486.8431605199485,2299.899257844103,646.9767519300267,322.6976254050446,302.3104095072522
0.1111,2.154,1,C0001624_SEG_UNCOMP,0.66203,0.9116700000000001,1.4263,0.18137718859327184,Control,,79.4974053547659,39.353278869001265,28.059278796577832,39.353278869001265,157.2938850591573,49.03646741635385,28.059278796577832,49.03646741635385,543.3221446828863,84.45054785220097,46.69614949452029,46.675081983424974
0.1771,2.081,2,C0001624_SEG_UNCOMP,0.69704,0.85275,1.45021,0.16025208575534605,Control,,172.58588701925498,64.71976967567244,74.85247432791364,64.71976967567244,299.22222536536157,99.18421488613257,74.85247432791364,99.18421488613257,950.7242043151557,155.26247407408582,108.22165975013661,68.85430940964727
0.1907,1.8869999999999998,3,C0001624_SEG_UNCOMP,0.72226,0.9146700000000001,1.36307,0.2720289365723155,Control,,228.27088045775318,88.22024598625394,93.76317252713713,88.22024598625394,489.38252016840664,133.4106223030294,93.76317252713713,133.4106223030293,1060.3180524367372,197.15281730971824,131.80447889939828,102.10571650814005
0.1619,1.964,4,C0001624_SEG_UNCOMP,0.69486,0.94025,1.36489,0.1990721806651458,Control,,182.3111153426021,90.37549905636742,73.37400508104142,90.37549905636742,489.4240836167243,116.84999429673371,73.37400508104142,116.84999429673371,863.3485868615724,168.70659471446746,88.02478639998282,97.17523630844462
0.1537,2.04,5,C0001624_SEG_UNCOMP,0.69806,0.8780600000000001,1.4238899999999999,0.3101016101040027,Control,,174.988613110271,78.55473751683647,64.42022075589918,78.55473751683647,263.9797868336868,88.64413597779124,64.42022075589918,88.64413597779124,883.386728231916,133.05600510820096,89.60890217069849,81.54763838104472
0.1882,1.94,6,C0001624_SEG_UNCOMP,0.70663,0.9221600000000001,1.37121,0.2668454564708166,Control,,229.18810284474446,85.93986151440858,91.54530514890868,85.93986151440858,523.2054578658103,135.61344601922505,91.54530514890868,135.61344601922505,1115.5100642735533,204.3616158632923,128.74283117356802,99.8395090511069
0.2404,1.768,1,C0002087_SEG_UNCOMP,0.76125,0.89291,1.34584,0.1384263911675153,Control,,437.44225562426726,174.23271011612746,152.70800108554806,174.23271011612746,652.8695392303483,221.17551413533624,152.70800108554806,221.17551413533624,1462.229460215107,318.0591063419981,211.95137017364556,172.36628653820023
0.3959,1.93,2,C0002087_SEG_UNCOMP,0.66835,1.04203,1.2896100000000001,0.09409345537277704,Control,,917.7636813457825,430.9655718164479,386.98300662538725,430.9655718164479,2042.7693992708523,653.9025185271634,386.98300662538725,653.9025185271634,2910.610750010019,837.9818937800937,470.77970375315005,453.13920429163704
0.2257,1.6059999999999999,3,C0002087_SEG_UNCOMP,0.78594,0.9515100000000001,1.26255,0.163369200985635,Control,,411.64493413293775,128.55837663963027,119.32186851193462,128.55837663963027,604.736600321614,157.83875003951357,119.32186851193462,157.83875003951357,1168.951815891013,226.09188533045662,164.24391665961352,152.20432824044929
0.2338,1.746,4,C0002087_SEG_UNCOMP,0.7569899999999999,0.92125,1.32176,0.14296544072513725,Control,,421.3094973777924,151.43636688159367,143.7830603596561,151.43636688159367,700.623594407029,211.47654244264012,143.7830603596561,211.47654244264012,1392.0996470874031,301.58737786854823,191.63127293355194,154.42699189154612
0.3141,1.9080000000000001,5,C0002087_SEG_UNCOMP,0.7138800000000001,0.92405,1.3620700000000001,0.1225424900649782,Control,,708.3891185946862,352.57686402433734,301.9415616782887,352.57686402433734,1267.5040143138547,418.32281281711516,301.9415616782887,418.32281281711516,2272.2730595241205,544.8035302277574,378.3465649018063,324.39514796228923
0.3012,1.963,6,C0002087_SEG_UNCOMP,0.68265,0.9771200000000001,1.34023,0.16309905959041018,Control,,598.9863841860245,244.61667599247403,255.548244057438,244.61667599247403,1267.138048172921,399.9559656320237,255.548244057438,399.9559656320237,2093.50734354357,563.1862524121595,322.64331279136195,229.9895932812971
0.1717,1.974,1,C0001566_SEG_UNCOMP,0.69415,0.9352600000000001,1.37059,0.1332988144086913,Control,,97.14820519594363,31.49049864895026,37.88686069195234,31.490498648950247,200.19808326397586,67.71150007919218,37.88686069195234,67.71150007919218,556.3643306024572,118.42784546179809,62.15998403435411,46.141328572581706
0.1549,1.9780000000000002,2,C0001566_SEG_UNCOMP,0.71897,0.85875,1.42228,0.20532669193989914,Control,,127.84604320757781,49.41782051819713,53.250257511609746,49.41782051819713,275.85362810835,75.08179569333736,53.250257511609746,75.08179569333736,721.6391503002188,120.5585461289745,84.90751769291006,60.93644687679281
0.0651,1.7109999999999999,3,C0001566_SEG_UNCOMP,0.77725,0.89294,1.32981,0.3094424748102515,Control,,9.394265015074408,2.2096729591582367,3.2444555604989573,2.209672959158237,11.19032551232005,2.9683188916149437,3.2444555604989573,2.9683188916149437,49.18027207843047,5.7850446239006725,5.647219486896122,3.249872533985078
0.2544,2.452,4,C0001566_SEG_UNCOMP,0.6005199999999999,0.9268299999999999,1.47265,0.12394887943354413,Control,,337.93652484546476,148.63676369719218,149.89750248512826,148.63676369719232,907.7160276424913,284.9029020964643,149.89750248512826,284.9029020964643,1829.806202013952,460.6788573921493,223.36585816621022,161.31118560429778
0.2036,2.068,5,C0001566_SEG_UNCOMP,0.64184,1.03071,1.32745,0.1308513236303952,Control,,142.14522914282242,67.32934175243108,76.28487135127638,67.32934175243108,443.1912374833509,147.7048847652871,76.28487135127638,147.7048847652871,895.1990188278917,233.61523820797697,105.58398138720396,84.7106270830288
0.0868,2.0580000000000003,6,C0001566_SEG_UNCOMP,0.67048,0.94991,1.37961,0.6237074182950587,Control,,38.19494272457461,12.636136940929202,14.558030710170469,12.636136940929207,101.86666397446301,26.12565043705744,14.558030710170469,26.12565043705744,236.5106114773594,49.64554004565277,26.432241813984394,18.13908671629016
0.1372,1.855,1,C0002104_SEG_UNCOMP,0.73128,0.9124399999999999,1.35628,0.19831567916752127,Control,,198.58661525685417,74.4717435543896,59.97059922266758,74.4717435543896,223.4196833412749,74.00787661043219,59.97059922266758,74.00787661043219,682.765707023766,112.20835301980404,82.20261935876445,77.96419797522691
0.2461,1.939,2,C0002104_SEG_UNCOMP,0.72473,0.8699399999999999,1.40533,0.16402644886098866,Control,,481.14061306398423,218.4214292115866,204.1217714286424,218.4214292115866,687.2190531319934,264.3707530760167,204.1217714286424,264.3707530760167,1609.3274492350954,333.98558169823576,257.42300117072784,212.16747795205774
0.2242,2.099,3,C0002104_SEG_UNCOMP,0.7004199999999999,0.82931,1.47027,0.15922198210530758,Control,,505.9276559385024,154.71630155165778,154.86168272661916,154.71630155165806,626.9211516178239,241.63424188740692,154.86168272661916,241.63424188740692,1447.1410168865102,327.02430332074573,198.40242385601084,138.17622018134708
0.1162,1.9680000000000002,4,C0002104_SEG_UNCOMP,0.7306,0.8317,1.4377,0.2688555368384151,Control,,114.26241975289561,50.69273015694242,50.81458360407236,50.69273015694242,140.38160685469728,58.28741532322952,50.8145836040724,58.28741532322952,537.2240797647149,86.25375670230271,71.34498796783052,50.46904558271198
0.3016,2.129,5,C0002104_SEG_UNCOMP,0.66343,0.92389,1.41268,0.37933396254896296,Control,,693.2415054882624,320.0261315500877,304.44441962614604,320.0261315500877,1488.6791408031786,513.1959661409653,304.44441962614604,513.1959661409653,2315.7562121535007,632.5888181076078,386.8777016768049,333.62243695509375
0.1239,2.081,6,C0002104_SEG_UNCOMP,0.68169,0.89971,1.41861,0.1600101188232574,Control,,115.58661019571908,50.7176664011198,45.204106724233014,50.7176664011198,159.27007613059078,58.16730908776018,45.204106724233014,58.16730908776018,570.8741404117877,94.36591903610694,59.61855902667272,53.80045326089905
0.1624,1.932,1,C0001421_SEG_UNCOMP,0.6792199999999999,1.00852,1.31227,0.2974052527623887,Control,,155.98117735987933,73.53424397228717,60.839826132187916,73.53424397228717,482.36577261518397,128.60339868103517,60.839826132187916,128.60339868103517,768.499021922125,193.33722144460333,85.3336793909681,79.63856059047383
0.2442,1.942,2,C0001421_SEG_UNCOMP,0.69914,0.94324,1.35762,0.13224664985857773,Control,,412.9103209164615,197.06651320161527,171.3011594673326,197.06651320161527,832.9631958752722,245.9979366436183,171.3011594673326,245.9979366436183,1519.6026179297564,347.95945519604777,230.7991300603311,206.63392007599958
0.3336,2.359,3,C0001421_SEG_UNCOMP,0.60378,0.97214,1.4240700000000002,0.09562707285033274,Control,,567.8207879148724,280.5604377905206,260.01058679421936,280.5604377905206,1588.579866693176,528.4789764255421,260.01058679421936,528.4789764255421,2701.1595358416375,748.9175764614608,348.0315408225821,281.6117676907233
0.302,2.181,4,C0001421_SEG_UNCOMP,0.6328699999999999,0.98714,1.37999,0.13793321658415394,Control,,474.1689130460254,222.28387008630955,209.733636705963,222.28387008630955,1139.6920984265946,385.6211323902353,209.73363670596282,385.6211323902353,2128.4043717731834,566.2393799873878,269.08753360609836,233.10288734852122
0.1864,2.09,5,C0001421_SEG_UNCOMP,0.66328,0.95073,1.38599,0.26462657300663817,Control,,191.81013009827691,81.70352095524842,89.56957061601481,81.70352095524842,399.51049123657054,142.67792784229604,89.56957061601481,142.67792784229604,1000.8265350927576,222.32385589982502,129.1333514200413,91.07275680167649
0.3309,2.1919999999999997,6,C0001421_SEG_UNCOMP,0.64083,0.9543799999999999,1.40479,0.1833497438365701,Control,,629.224392654545,287.3810919154867,262.53124323011946,287.3810919154867,1433.374421060663,449.80863353100295,262.531243230119,449.80863353100295,2497.426942953877,605.7483657817426,331.2123349535241,300.4528468437639
0.2878,2.023,1,C0001934_SEG_UNCOMP,0.6672600000000001,0.983,1.34974,0.1945952806750316,Control,,619.6433070557342,278.6956392489926,253.80345938490208,278.6956392489924,1286.0216237903044,407.20120618078926,253.80345938490208,407.20120618078886,1982.939786274369,547.4324099224468,310.47406993203884,260.85816528513044
0.3032,1.949,2,C0001934_SEG_UNCOMP,0.72391,0.86529,1.4108100000000001,0.0817233792872152,Control,,757.5207322311574,257.183583083673,275.78407290722964,257.183583083673,968.8311508807574,354.7215124192497,275.78407290722964,354.7215124192497,2057.784932527608,487.7145383081629,355.8770521778577,251.2598319550754
0.3073,2.089,3,C0001934_SEG_UNCOMP,0.6605300000000001,0.9595600000000001,1.37991,0.1898164569289925,Control,,694.1340902602371,320.3939022939162,290.112961732567,320.3939022939162,1440.5584130466482,461.00392972960685,290.112961732567,461.00392972960685,2220.626144082864,616.7487849991087,369.62816683381,302.143880257765
0.2898,1.868,4,C0001934_SEG_UNCOMP,0.72832,0.9111799999999999,1.3605,0.12796552414364962,Control,,600.021688131915,261.1428829590972,266.4344688090083,261.1428829590972,956.9187371847116,344.1053443780334,266.4344688090083,344.10534437803375,1874.813118371232,467.92245606846814,328.9560416865442,257.6469491640305
0.2395,1.7930000000000001,5,C0001934_SEG_UNCOMP,0.7631,0.86892,1.36798,0.13501774275450462,Control,,425.83261224926434,172.00147905165238,184.1794858426928,172.00147905165238,553.0377930835858,210.87892263581747,184.1794858426928,210.87892263581747,1319.5639931813969,303.18088326419735,246.51782712770057,176.1072993373075
0.2504,1.8,6,C0001934_SEG_UNCOMP,0.76043,0.8708600000000001,1.36871,0.16926706381713005,Control,,484.475098775172,190.360753013977,211.74912229460273,190.360753013977,630.2299812474258,236.32548852998028,211.74912229460273,236.32548852998028,1445.089989859713,332.00308820786626,272.9350696082042,194.18676330183717
0.2785,1.979,1,C0001890_SEG_UNCOMP,0.68708,0.9534299999999999,1.3594899999999999,0.15134836823267564,Control,,547.1468578058331,225.82481297816375,211.2101389475194,225.82481297816375,1107.2512501454896,344.2363009607883,211.2101389475194,344.2363009607886,1838.0223019176713,460.9433048703924,247.027577264,226.28545411292083
0.1845,1.768,2,C0001890_SEG_UNCOMP,0.77323,0.8598,1.36697,0.2476751563920262,Control,,265.5326681333505,106.85261534471172,102.00894605894845,106.85261534471172,354.3766210804922,149.3368656852243,102.00894605894837,149.33686568522418,935.3406657486651,203.48766562520606,134.06643295910965,122.15120106571945
0.1844,1.901,3,C0001890_SEG_UNCOMP,0.76535,0.7794399999999999,1.4552100000000001,0.17268073599691625,Control,,279.1177065555312,81.2921499482824,123.95331573299633,81.2921499482824,330.7599804083081,108.18354330106892,123.95331573299633,108.18354330106892,1079.6686648071336,155.33635249716917,167.6211792690929,87.4358645341309
0.11,1.8630000000000002,4,C0001890_SEG_UNCOMP,0.74164,0.87661,1.38175,0.11067769109897968,Control,,75.85478266071081,25.525627166377948,31.098588829318036,25.525627166377948,115.43296154532936,39.667528206831236,31.098588829318036,39.667528206831236,346.30319720730466,58.05496189961561,46.92709736005791,32.23669613377063
0.11199999999999999,1.806,5,C0001890_SEG_UNCOMP,0.73234,0.94504,1.3226200000000001,0.09131693303311826,Control,,69.1614832363613,22.428366598626038,26.7828309235023,22.428366598626038,143.39636313824096,44.21612281090968,26.7828309235023,44.21612281090968,316.9458799900411,63.430701469114524,40.757272834493655,28.144719379717472
0.2202,1.95,6,C0001890_SEG_UNCOMP,0.73022,0.84551,1.4242700000000001,0.15127655698144804,Control,,338.4757619261624,134.5428347012222,146.41570547506078,134.5428347012222,496.23477907574375,164.69347994501734,146.41570547506078,164.69347994501734,1445.9847706849744,244.7187507914012,192.32152012835147,138.9194893494224
0.0754,1.5290000000000001,1,C0001821_SEG_UNCOMP,0.78835,1.0062,1.20545,0.5339194291880223,Control,,68.19012763056223,28.714999741501725,25.512498919530174,28.714999741501725,125.03530400829199,44.24787575539292,25.512498919530174,44.24787575539292,249.08178597742176,61.318722479966524,33.18269355989824,34.65416714374478
0.2306,1.921,2,C0001821_SEG_UNCOMP,0.69298,0.97585,1.33117,0.2390392592093405,Control,,361.83018013339284,170.33085906406484,141.85647844074816,170.33085906406484,891.3637714512973,259.0972454988555,141.85647844074816,259.0972454988555,1508.3051779174607,340.0958566429244,188.6160114609408,181.03250123630147
0.1948,2.373,3,C0001821_SEG_UNCOMP,0.59235,1.00224,1.4054200000000001,0.3439418170797251,Control,,204.89363991250707,114.59704125971807,97.72644930547295,114.59704125971807,806.5058023770586,256.7734614767827,97.72644930547295,256.7734614767827,1328.8504111266657,371.4312880707567,129.67076491529008,115.77000344539536
0.122,1.983,4,C0001821_SEG_UNCOMP,0.67094,0.99869,1.33036,0.2578510535983407,Control,,85.5739875708724,44.06121660509979,40.41572830822854,44.06121660509979,295.5827879648231,90.52762578614335,40.41572830822854,90.52762578614335,586.638545155131,131.76949809986075,56.15055261642445,51.44463531568025
0.2765,2.342,5,C0001821_SEG_UNCOMP,0.55089,1.1587399999999999,1.29036,0.11940800545390735,Control,,315.7097790757236,212.07244719683482,180.31026462996724,212.07244719683482,1580.4110808106116,489.4346172788229,180.31026462996724,489.4346172788229,1954.589086823504,662.2624336636671,211.8790873338525,207.01740266326385
0.1406,1.9240000000000002,6,C0001821_SEG_UNCOMP,0.73655,0.84636,1.41709,0.390050783474762,Control,,207.7576880879346,69.99398951148073,70.56114451467802,69.99398951148073,280.5357058901426,106.24268562389805,70.56114451467802,106.24268562389805,841.6763752201874,136.74432826778383,101.19240947125942,77.52538543998452
0.3258,2.005,1,C0001808_SEG_UNCOMP,0.6902699999999999,0.92571,1.38402,0.13565363273855752,Control,,618.9110498426514,281.16370691311806,267.5977671142458,281.16370691311806,1376.7667321189945,459.53611809737765,267.5977671142458,459.53611809737765,2341.7050177494507,608.3161356314571,334.9657336442027,269.8845272649186
0.2398,1.7830000000000001,2,C0001808_SEG_UNCOMP,0.7811,0.82605,1.39285,0.14626862528549156,Control,,479.8739091630538,182.3211021222193,186.56161023117045,182.3211021222193,584.9454962362287,222.35778209134662,186.56161023117045,222.35778209134662,1470.3437407928568,288.46149179689127,245.3610611050081,181.44302835209956
0.4116,2.142,3,C0001808_SEG_UNCOMP,0.64913,0.9601700000000001,1.3907,0.1678031003486068,Control,,1056.8293778895481,483.2347687611705,427.1706931324667,483.2347687611705,2130.0286754514555,701.9202225799746,427.1706931324667,701.9202225799746,3305.416956527987,893.8515902556119,516.6462679899544,469.1613931157759
0.2926,1.815,4,C0001808_SEG_UNCOMP,0.74556,0.90156,1.35287,0.11889313572200533,Control,,666.1992278490468,271.2440800752898,246.49243941655533,271.2440800752898,949.1492553918235,324.63652498506264,246.49243941655533,324.6365249850629,1910.2117154932303,409.7865518031949,299.3065825556447,268.92081051322947
0.2624,1.925,5,C0001808_SEG_UNCOMP,0.73621,0.8463700000000001,1.4174200000000001,0.1487954987756323,Control,,559.7357183348705,208.73035015213713,208.76402369921587,208.73035015213713,780.7074761035627,228.67970728814302,208.76402369921587,228.67970728814302,1668.4230796203403,298.5766977993299,268.80350185970065,223.03549939257684
0.4041,1.8980000000000001,6,C0001808_SEG_UNCOMP,0.67389,1.04708,1.27903,0.13774228777196235,Control,,1066.321853481013,516.4809854873859,497.97289992530835,516.4809854873859,2372.0200861285575,817.6496469976757,497.97289992530835,817.6496469976757,3124.458296536857,995.2411824789773,571.8357119266011,521.7227591323834
0.2264,1.827,1,C0001641_SEG_UNCOMP,0.73327,0.92671,1.34002,0.07608270009696046,Control,,278.9464098014401,102.30807926148641,121.69752609524285,102.30807926148641,525.483940516044,197.0887635402674,121.69752609524285,197.0887635402674,1272.3963729905745,278.8947696186824,159.5550713950626,116.13517629214479
