Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.928427040981589,-0.4850765856949071,0.9525643125350898,0.0,0.004134984219605303,0.9068849328185649,0.9067943891904227,0.058727341638337135,0.11229713603433812
