BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.2737,1.947,414.5048904019393,823.9217261409875,1579.2417750467048,236.38326229655686,464.0487139712265,299.73616196159537,0.21864507830278448,0.09760300786321008,0.1371188744747607,3,C0001511_SEG_UNCOMP,0.69075,0.96414,1.34511
0.2657,1.782,520.9170955197095,682.4861710933783,1581.3091200062643,211.6404904523538,367.8736069545108,347.36142005044854,0.2643032894866017,0.11176212779968156,0.10771315196785772,1,C0001511_SEG_UNCOMP,0.78476,0.81664,1.39859
0.2351,1.674,492.5622460447051,534.7224219156723,1306.9379181889258,184.7891237156411,330.17618656688734,272.7425725696509,0.29915890047440713,0.09927189807256757,0.12587980198514095,6,C0001511_SEG_UNCOMP,0.80501,0.84709,1.34791
0.3922,1.852,1064.4421327944813,1524.7082368653894,2773.0299410702437,485.89554728194247,763.1347434179169,594.5415043486938,0.2523712975377502,0.11263196923271099,0.1396111777083648,5,C0001511_SEG_UNCOMP,0.74216,0.88367,1.37417
0.2983,2.083,574.5931514524393,987.4136696784764,1933.3704086828386,250.9937263567829,557.4930526928871,351.96503116468165,0.22960794902228,0.08942785486712373,0.14637740356619328,2,C0001511_SEG_UNCOMP,0.6818,0.89777,1.42043
0.2175,1.798,396.81559763925753,490.852673282603,1215.9258152901727,144.7271290400699,250.94144541056525,199.39353604809455,0.26591279198344453,0.0823161140734474,0.10444923150797228,4,C0001511_SEG_UNCOMP,0.76333,0.86415,1.37253
