Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.7198399954573818,1.4478538950066695,0.8723455727014466,0.0,0.006817109748473189,0.7587619539877378,0.7585551785197273,0.11862171943998324,0.31069218015697186
