BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.2394,2.003,371.4851158769476,577.7644828311262,1522.1315050446076,161.5359926687789,365.4555487108108,186.76635170242895,0.19972863628266077,0.05135036327926102,0.13014119832431043,1,350407_C0000158_SEG_UNCOMP,0.69027,0.92741,1.38233
0.2325,1.633,306.66525670249644,691.445194865973,975.6876016801943,155.04896539907085,458.77593253524014,171.06606153448442,0.11049835572241257,0.06926257137524366,0.2955018779048109,2,350407_C0000158_SEG_UNCOMP,0.74215,1.04586,1.21199
0.2399,1.686,315.37907337114456,737.5353506579147,1080.1399148741343,170.83783479221142,468.4088090758008,192.08733325730324,0.11488415258326447,0.07855566492373144,0.2566143581189964,3,350407_C0000158_SEG_UNCOMP,0.73364,1.02912,1.23724
0.2618,1.908,423.8061673278668,627.411648129514,1720.3246432316541,224.74676269207328,397.17792316117175,280.8670961288784,0.26988669747511573,0.07334359274447838,0.10996518739995553,4,350407_C0000158_SEG_UNCOMP,0.72825,0.88245,1.3893
0.1817,1.641,253.78044007973475,386.01942614727153,903.8267759976925,102.98723711018323,191.09019290410362,148.93458031809593,0.2068652789799725,0.07888545038579722,0.10747605103897097,5,350407_C0000158_SEG_UNCOMP,0.78822,0.91809,1.29369
0.2305,1.711,306.8990022663201,782.1896074621357,1156.0409999729668,169.1424833214735,473.99524344838716,177.17455861430705,0.12901335417980764,0.07464239632392562,0.24028722001459848,6,350407_C0000158_SEG_UNCOMP,0.71825,1.05312,1.22864
