BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.0574,2.31,23.53736807669879,62.90591196083745,213.22676318287435,16.669790165021432,42.15085023607484,19.696037676975543,0.14680851286355856,0.05198386069153639,0.08991143050276997,1,351303_C0000072_SEG_UNCOMP,0.60941,0.98279,1.4078
0.1016,2.409,58.77093780876675,186.42792105085013,558.3359800646818,41.56862093479241,118.39161476035946,56.28278646834749,0.17105546960820756,0.043057461392539124,0.08327095909807003,2,351303_C0000072_SEG_UNCOMP,0.61157,0.91489,1.47354
0.097,2.562,6.684825187424307,16.515807810279362,100.06864987973438,5.969045171084399,29.08569586236909,7.567359997946863,0.10389128116878053,0.02916667584203817,0.11904436450548984,3,351303_C0000072_SEG_UNCOMP,0.5733,0.95798,1.46872
0.0686,2.859,39.770611251146356,115.63571651221842,351.0479328444635,22.48497060034014,80.77256297489221,27.12359379293871,0.1473079738786083,0.037808890089449695,0.114512831615188,4,351303_C0000072_SEG_UNCOMP,0.52145,0.98748,1.49106
0.0782,2.722,39.03600988068257,119.2632448115582,373.19954295291967,23.687285642629107,84.4664206899404,32.037287618868355,0.1296841938414778,0.04310079699365249,0.09601937075371685,5,351303_C0000072_SEG_UNCOMP,0.53345,1.0143,1.45225
0.0894,2.506,6.017463134741206,57.0493599182901,103.37377085298074,4.7297103483491405,33.350074208906385,5.1396597321353505,0.03310769781178779,0.016613312944320422,0.1029132068032281,6,351303_C0000072_SEG_UNCOMP,0.57425,0.98686,1.43888
