BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.1906,2.479,233.36187133491737,313.4187237035942,1240.1854744701538,92.05618627342349,226.20452437980134,147.85039900713025,0.21907412514870667,0.056644903001556786,0.08716134536178431,1,350902_C0000057_SEG_UNCOMP,0.63653,0.78549,1.57799
0.2407,2.146,319.8858693574302,507.43159923679474,1544.60711995643,145.05847122113738,284.5191229307201,223.9341038000678,0.2258055224486937,0.07131702366322383,0.08691005315511426,2,350902_C0000057_SEG_UNCOMP,0.69839,0.80278,1.49884
0.1323,2.163,89.45070924508755,191.55279354010446,629.9610258660757,57.37655419925765,142.76136766237488,69.53849788122606,0.20987278639986956,0.041141419398063386,0.10772654815100163,3,350902_C0000057_SEG_UNCOMP,0.64945,0.94553,1.40503
0.1993,2.381,263.23465641310037,355.4341693627868,1327.379277656175,110.75193287198255,243.89356846014815,167.91971125658955,0.23945901232513728,0.05514266270349579,0.08666061414376042,4,350902_C0000057_SEG_UNCOMP,0.6484,0.80777,1.54383
0.0519,1.935,31.906001997901836,62.2588695370767,219.3908654500933,19.492110116413365,39.15783801049787,27.120997529870746,0.20434771262917878,0.047045836969735605,0.07411303230794333,5,350902_C0000057_SEG_UNCOMP,0.71667,0.89673,1.3866
0.2025,1.917,298.7349701541058,551.5329436871929,1143.9876254304352,117.4790082276034,231.81607139124813,193.47652092608897,0.16932167537627754,0.08662852844472428,0.11004896207825518,6,350902_C0000057_SEG_UNCOMP,0.73452,0.85742,1.40806
