BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.1195,1.939,143.4292086035346,324.6553591176294,667.1902751678656,80.89402515342637,181.06842649696023,85.83042917047887,0.16218800069830888,0.061365932105025923,0.152809811821718,1,350914_C0000261_SEG_UNCOMP,0.6879,0.97854,1.33356
0.107,2.01,87.60736516249558,182.6060443694199,507.7166689869105,38.785677909743306,93.15641638083565,51.831233016744754,0.17943028902468347,0.04924319380133258,0.10046894846363588,2,350914_C0000261_SEG_UNCOMP,0.69037,0.92227,1.38736
0.0867,1.862,81.93559562388604,113.21808641718087,407.8171157281513,45.18521871769365,90.6031057857292,49.2478323093536,0.22631454413928317,0.04346629500387345,0.13084724977769863,3,350914_C0000261_SEG_UNCOMP,0.71928,0.94111,1.33961
0.1128,2.267,96.78560499007837,268.38637164316236,632.6988531281495,47.06761204488529,136.92053489932073,48.973590672784375,0.13243395488946105,0.035397857804812055,0.11713266639757566,4,350914_C0000261_SEG_UNCOMP,0.61403,0.99368,1.39229
0.1927,2.666,192.845860090354,511.907404081838,1431.4932705895524,108.31237310472399,333.6994993838779,141.28757702169779,0.12261706573820381,0.04437744948328088,0.1001080160713326,5,350914_C0000261_SEG_UNCOMP,0.56684,0.92212,1.51104
0.1331,1.961,153.90076402231577,259.5156993477285,801.1251132632035,68.9668927517237,140.05566659911082,90.0935747414594,0.2301424506233913,0.05325544089525779,0.08875331071607989,6,350914_C0000261_SEG_UNCOMP,0.71409,0.88562,1.40029
