BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.1776,2.095,109.20966627160479,357.24016808625663,736.0043154077662,65.01678515156381,201.9765988134649,79.99867214367436,0.11696398065877546,0.04746919300584733,0.13849984324503484,1,C0001546_SEG_UNCOMP,0.65548,0.97132,1.37321
0.1861,1.938,145.46418064327565,390.1955163532354,879.2545556854932,99.62457596175838,200.25106391840353,98.20708161557118,0.16998249901818352,0.044887202746816804,0.11259013261628878,2,C0001546_SEG_UNCOMP,0.68279,0.99399,1.32323
0.0921,1.75,72.98877100647174,100.77992271598373,240.87926634812501,24.85556482397258,48.842428342556595,36.251583660029105,0.1350090717886107,0.07675010689586777,0.09607346035988915,3,C0001546_SEG_UNCOMP,0.76012,0.90996,1.32992
0.0765,1.929,36.16449991578854,97.15081310126959,247.04730538352564,25.090936135413795,61.07069277857229,26.858866198810173,0.15477290693543008,0.05050192671766934,0.12859845397960687,4,C0001546_SEG_UNCOMP,0.68741,0.98675,1.32584
0.0616,1.706,28.61792203936081,33.57185120130965,117.17603293051435,13.483188767441733,14.13309850144807,12.018862192944226,0.26143280057926443,0.05053292334699152,0.030184735640011406,5,C0001546_SEG_UNCOMP,0.76137,0.9394,1.29923
0.0469,1.839,15.456389125168746,50.760499434967784,134.83858264726314,12.57859979196037,31.730870498593397,13.53574696670498,0.14513851618935575,0.03619253476977668,0.12094730744813093,6,C0001546_SEG_UNCOMP,0.71959,0.95714,1.32326
