Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.8647927421913426,-0.9047130253569868,0.9237243727969724,0.0,0.007513756053641923,0.8531039387251451,0.8527809482649982,0.07639671609862085,0.19904572487752245
