Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.856505645174547,-1.0137531533495148,0.934834844506808,0.0,0.008058073117762033,0.8735610477563465,0.8731722440901605,0.04765013523835886,0.06344035331631213
