Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.7968117212916793,1.1329804574503468,0.8926345314304146,0.0,0.009966758153519046,0.7967962329135609,0.7961713750811918,0.061755693681481844,0.13693499243978802
