Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.8386488203123205,-1.0936651747229966,0.9658474156628595,0.0,0.00468927441052186,0.9233426752556466,0.9232426874407627,0.05427419857492236,0.036191598597914335
