Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.80589784141939,-1.3281090864841056,0.9437463254422439,0.0,0.006044948240254545,0.8825873681111915,0.8824257910948308,0.0576632753147637,0.0740886943722565
