ROI Number,Scan,BV/TV,SMI,Mean Tb N,Mean Tb Sp,Std Tb Sp,Min Tb Sp,Max Tb Sp,Mean Tb Th,Std Tb Th,Min Tb Th,Max Tb Th,Coefficient of Variation
2,350104_C0000094_SEG_UNCOMP,0.2720468009106116,-0.26411912142610183,0.0549063040153,12.9833540066,5.258354935280001,2.0,31.874753952,5.2294909105,1.2583204714,2.0,9.7979593277,0.1696248988316364
3,350104_C0000094_SEG_UNCOMP,0.25379054674431184,0.1076707042859184,0.05644327616019999,12.5897068331,4.33056249524,2.0,27.1293201447,5.127195303500001,1.12227334286,2.0,9.7979593277,0.10136519974660181
4,350104_C0000094_SEG_UNCOMP,0.11177946595897216,1.2984586482645026,0.036101583043,22.892747928000002,9.07100731913,2.0,44.8107147217,4.80686842426,1.2676321721,2.0,10.0,0.36417971747348765
5,350104_C0000094_SEG_UNCOMP,0.08018319141710792,1.3438683444336337,0.0255568874922,34.5145845268,20.070064316,2.0,73.5934753418,4.613810912769999,1.07268914017,2.0,8.4852809906,0.5105145886454405
6,350104_C0000094_SEG_UNCOMP,0.19392632095287207,0.5623908034708219,0.0476251218284,16.0881548774,7.11363528982,2.0,42.0,4.909166737890001,1.08860668114,2.0,10.0,0.27255688327620753
1,350107_C0000104_SEG_UNCOMP,0.13850981674569535,0.8903677783374623,0.04575007153440001,17.417374704500002,5.5589467267299995,2.0,36.276714325,4.44051461587,1.09092443184,2.0,8.4852809906,0.148983712157421
2,350107_C0000104_SEG_UNCOMP,0.15930829989812215,0.8282302458311325,0.0392885779801,20.2397779196,11.1169227051,2.0,61.122825622600004,5.2129121856300005,1.4471236707700001,2.0,10.1980390549,0.16916727329662393
3,350107_C0000104_SEG_UNCOMP,0.16682807803086522,0.6421082007489994,0.034559278777699994,22.9585913905,6.963459288310001,2.0,37.3630828857,5.9771976469500006,1.7695042285799998,2.0,13.4164075851,0.2033290417169159
4,350107_C0000104_SEG_UNCOMP,0.1128076773114317,1.149430602591298,0.0405817401988,20.243962481700002,6.37332737036,2.0,36.276714325,4.39766193118,1.04860951452,2.0,9.7979593277,0.28691035472339477
5,350107_C0000104_SEG_UNCOMP,0.0830178474851271,1.4407862602648245,0.033752536120599995,25.438476822600002,9.89737050434,2.0,52.038448333699996,4.18892647612,0.941822137608,2.0,7.483314991,0.14805175197965253
6,350107_C0000104_SEG_UNCOMP,0.10981423019356787,1.0318235938074305,0.0292710502724,29.185181034299998,13.5540731903,2.0,59.3969688416,4.97826683284,1.23391728533,2.0,9.38083171844,0.34003656190698966
1,350108_C0000130_SEG_UNCOMP,0.0814755304564378,1.6103476102227132,0.030787835231400003,27.664577154299998,9.921888980539999,2.0,53.178943634,4.81578375714,1.0192817647499999,2.0,7.483314991,0.24755087433629802
