BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3,Variation Coefficient
0.2152,1.915,187.90726936516091,525.3742078663431,884.377528578094,117.39311310438332,285.6075776315598,127.74000019107449,0.13523754106555316,0.07305573874431669,0.1599224416873616,1,C0001406_SEG_UNCOMP,0.6583,1.08107,1.26062,0.21088264366362552
0.1363,1.6780000000000002,119.33868534934939,226.90446039935568,402.7472100438822,57.354209362724816,122.92065204181438,59.68212019168706,0.14908943458865978,0.06234658320522141,0.156779231256133,2,C0001406_SEG_UNCOMP,0.73725,1.02583,1.23692,0.1853910455683938
0.1801,1.531,211.2215355643246,248.3906508321784,697.7766493285469,96.21618348227925,138.1974612187854,139.7844342710863,0.2737146388298013,0.10139312392371456,0.08262667078656752,3,C0001406_SEG_UNCOMP,0.83216,0.8938,1.27404,0.18845118921221146
0.1989,1.6440000000000001,228.46109585359244,455.44385421857817,837.330147849789,127.13433489018736,206.22327797776938,124.82654561167341,0.1769347173730994,0.07162783414497631,0.11510430174780965,4,C0001406_SEG_UNCOMP,0.75473,1.00443,1.24084,0.21424491867608175
0.1927,1.705,239.2475800546569,401.3800524854746,866.0231230540718,98.47006410209177,186.23471476042724,121.77698798862127,0.1631364298321485,0.07406141796025607,0.09824176751520126,5,C0001406_SEG_UNCOMP,0.75295,0.9636,1.28346,0.221315128847254
0.1446,1.7469999999999999,144.36392297755413,255.60290914659768,549.4311246751478,71.57728950596159,140.6107693920857,67.31801375595371,0.17663566091385946,0.0448528108421331,0.12753069829704253,6,C0001406_SEG_UNCOMP,0.7216600000000001,1.01785,1.2605,0.2551178793926466
0.156,1.962,135.92458257869194,490.869185854285,760.0136045953727,87.03883992699595,206.7148053307466,77.35749178553544,0.12314877145148324,0.052364637277788416,0.13131890901261514,1,C0001415_SEG_UNCOMP,0.6611100000000001,1.04199,1.2969,0.35849130547060243
0.2162,2.002,259.6972260125633,640.1254758578152,1201.8215409709296,145.37101978753662,366.8896501054943,179.69657479915335,0.17095854018466353,0.07286377362181834,0.14905241701289612,2,C0001415_SEG_UNCOMP,0.6702199999999999,0.9882299999999999,1.34155,0.27961612014574305
0.264,1.962,416.04799538376676,969.0163246297908,1550.3355348181876,258.66055645925644,467.15019515579263,254.8678365075459,0.17489356744613885,0.08041018597859274,0.15779917550741446,3,C0001415_SEG_UNCOMP,0.67672,0.99561,1.3276700000000001,0.25811286401409944
0.3025,1.911,607.9785229248146,1396.4494665731565,1894.4270193285197,329.12219708089975,557.1762054171544,351.4969983117596,0.14865381653021809,0.0905663935183414,0.1683684086850449,4,C0001415_SEG_UNCOMP,0.67396,1.03801,1.28803,0.4001038690195137
