Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.9487218821807433,0.2850077981415158,0.9741756905442654,0.0,0.002439930161213017,0.9467782457803404,0.9467455140741783,0.04123814071486297,0.0329602013316353
