Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.8355089937457116,-1.102588265898051,0.9115604949589345,0.0,0.0063683179430982844,0.8309109568231189,0.8306692629363595,0.08201052231521908,0.20253646234125477
