BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.3693,2.278,634.8387541649067,1699.778841447507,2702.7166527314653,441.17008923021496,906.5688930181785,431.23150510438296,0.1966061532179444,0.06929532119524982,0.17283630936765187,1,C0002050_SEG_UNCOMP,0.594,1.05271,1.35329
0.1896,2.206,183.88225716807256,515.342262503626,1023.2624349180871,127.29406085252965,267.58125449017876,128.8498656874746,0.18771360073498866,0.04919706307662516,0.13225507340806544,2,C0002050_SEG_UNCOMP,0.62087,1.00939,1.36974
0.2478,2.398,306.1808498459951,796.6334820382037,1628.6025863975942,193.87957157181935,450.59792184340154,199.81952925693088,0.19732758707447537,0.055120379355603474,0.12765152465267787,3,C0002050_SEG_UNCOMP,0.58259,1.02029,1.39712
0.1892,2.349,193.9459866843133,585.0944342074107,1086.5198683135172,120.48200280950215,310.0159178968472,129.570515595411,0.15672106351880732,0.053160608844733045,0.1412142523029242,4,C0002050_SEG_UNCOMP,0.58852,1.02931,1.38217
0.1766,2.249,153.17623758757222,452.98619961828,910.7053747885667,100.05785048491663,269.98195763639416,105.33532258703751,0.16944362979629973,0.05174346668365511,0.14441569944998572,5,C0002050_SEG_UNCOMP,0.59709,1.06011,1.3428
0.2066,2.122,289.93901111839887,536.0693910273819,1280.7408037687912,163.32297799127844,310.9286550666094,182.5675346260571,0.2240659501920804,0.0668615759285767,0.11019033011284905,6,C0002050_SEG_UNCOMP,0.66336,0.92885,1.40779
