Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.9368094705141503,-0.4406923300790755,0.9701122705080861,0.0,0.0032327802958625512,0.9410938953895605,0.9410377943375505,0.04259299014835398,0.018438963036442615
