$BS_smooth;$BS_voxel;$BV_smooth;$BV_voxel;$BVTV_smooth;$BVTV_voxel;$SMI_smooth;$SMI_voxel;$TV_smooth;$TV_voxel;$Tb_N_mean;$Tb_Sp_max;$Tb_Sp_mean;$Tb_Sp_min;$Tb_Sp_stddev;$Tb_Th_max;$Tb_Th_mean;$Tb_Th_min;$Tb_Th_stddev;$VOI_Date;$VOI_DimSize_x;$VOI_DimSize_y;$VOI_DimSize_z;$VOI_ElementDataFile;$VOI_ElementSpacing_x;$VOI_ElementSpacing_y;$VOI_ElementSpacing_z;$VOI_Offset_x;$VOI_Offset_y;$VOI_Offset_z;$VOI_Size_x;$VOI_Size_y;$VOI_Size_z;$VOI_Time;
243.531427908;346.401011839;23.3160538472;23.679013138668008;0.16390553612;0.16645704151835694;0.0676518114293;0.028063864744432256;142.252997666;142.252997666408;0.594534440642;2.68730354309;1.35740510794;0.121399998665;0.568281745877;0.619020938873;0.324583237296;0.121399998665;0.0870573284461;11 Feb 2021;86;86;86;1_350915_C0000250_SEG_UNCOMP_Binarized.mhd;0.0607;0.0607;0.0607;11.8364415;16.6317178;0.6676604;5.2202;5.2202;5.2202;11:07:41;
