LogSxy,Sii,Sij,Sjj,LogBVTV,Logmxy,LogCV,Scan
3.35737527399469,0.0,0.0,1.0,-2.5319982573218507,-0.43254756509313436,-1.3188520273122912,310101_C0000118_SEG_UNCOMP
3.630500987983727,1.0,0.0,0.0,-2.652142569163914,-0.7708250241135548,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
2.61603100058599,0.0,1.0,0.0,-2.652142569163914,-0.5366191963613084,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
3.2158633734090487,0.0,1.0,0.0,-2.652142569163914,-0.006866493299876764,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
2.6160310005859895,0.0,1.0,0.0,-2.652142569163914,-0.5366191963613084,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
4.186579113269752,1.0,0.0,0.0,-2.652142569163914,-0.3024133686090619,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
3.429080114866769,0.0,1.0,0.0,-2.652142569163914,0.22733933445236956,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
3.2158633734090487,0.0,1.0,0.0,-2.652142569163914,-0.006866493299876764,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
3.429080114866769,0.0,1.0,0.0,-2.652142569163914,0.22733933445236956,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
5.610077875028418,1.0,0.0,0.0,-2.652142569163914,0.7570920375138012,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
4.470236465318435,0.0,0.0,1.0,-2.652142569163914,0.22733933445236956,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
4.141452150253142,0.0,0.0,1.0,-2.652142569163914,-0.006866493299876764,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
3.6540462112782963,0.0,0.0,1.0,-2.652142569163914,-0.5366191963613084,-0.9047441963330277,310101_C0000118_SEG_UNCOMP
3.4054604992475292,1.0,0.0,0.0,-2.6091102532473065,-0.9036359897054509,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
2.2972026793778784,0.0,1.0,0.0,-2.6091102532473065,-0.5706353151971612,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
2.8405203429320802,0.0,1.0,0.0,-2.6091102532473065,-0.0627804160970005,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
2.2972026793778784,0.0,1.0,0.0,-2.6091102532473065,-0.5706353151971612,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
4.405256002850803,1.0,0.0,0.0,-2.6091102532473065,-0.23763464068887122,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
3.370557428834835,0.0,1.0,0.0,-2.6091102532473065,0.2702202584112894,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
2.8405203429320802,0.0,1.0,0.0,-2.6091102532473065,-0.0627804160970005,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
3.370557428834835,0.0,1.0,0.0,-2.6091102532473065,0.2702202584112894,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
5.81148941638445,1.0,0.0,0.0,-2.6091102532473065,0.7780751575114498,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
4.374793266315248,0.0,0.0,1.0,-2.6091102532473065,0.2702202584112894,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
3.6842798401817665,0.0,0.0,1.0,-2.6091102532473065,-0.0627804160970005,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
3.492809418331546,0.0,0.0,1.0,-2.6091102532473065,-0.5706353151971612,-0.9203404369866836,310101_C0000118_SEG_UNCOMP
3.7278469327604262,1.0,0.0,0.0,-2.615926912226404,-0.947348716270396,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
2.8649754812604455,0.0,1.0,0.0,-2.615926912226404,-0.4050628927076245,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
2.8414919611945666,0.0,1.0,0.0,-2.615926912226404,-0.20650626593112487,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
2.864975481260446,0.0,1.0,0.0,-2.615926912226404,-0.4050628927076245,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
5.521360393175188,1.0,0.0,0.0,-2.615926912226404,0.1372229308551469,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
4.083106509447818,0.0,1.0,0.0,-2.615926912226404,0.33577955763164663,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
2.8414919611945666,0.0,1.0,0.0,-2.615926912226404,-0.20650626593112487,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
4.083106509447818,0.0,1.0,0.0,-2.615926912226404,0.33577955763164663,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
5.622788548071811,1.0,0.0,0.0,-2.615926912226404,0.5343361844081465,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
5.187899818407016,0.0,0.0,1.0,-2.615926912226404,0.33577955763164663,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
3.8698862356590906,0.0,0.0,1.0,-2.615926912226404,-0.20650626593112487,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
3.714908532582162,0.0,0.0,1.0,-2.615926912226404,-0.4050628927076245,-0.7017742488922173,310201_C0000160_SEG_UNCOMP
4.931306670147618,1.0,0.0,0.0,-2.2358614609511376,-0.5445100341909537,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
3.8124210256157633,0.0,1.0,0.0,-2.2358614609511376,-0.2610381618903118,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
3.3488487370025934,0.0,1.0,0.0,-2.2358614609511376,-0.06763395280675523,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
3.8124210256157633,0.0,1.0,0.0,-2.2358614609511376,-0.2610381618903118,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
5.845788234894845,1.0,0.0,0.0,-2.2358614609511376,0.0224337104103301,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
4.0428225811248035,0.0,1.0,0.0,-2.2358614609511376,0.21583791949388673,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
3.3488487370025934,0.0,1.0,0.0,-2.2358614609511376,-0.06763395280675523,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
4.0428225811248035,0.0,1.0,0.0,-2.2358614609511376,0.21583791949388673,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
6.062975698659062,1.0,0.0,0.0,-2.2358614609511376,0.4092421285774432,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
5.1514771022435335,0.0,0.0,1.0,-2.2358614609511376,0.21583791949388673,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
4.346360020928925,0.0,0.0,1.0,-2.2358614609511376,-0.06763395280675523,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
4.890426708557089,0.0,0.0,1.0,-2.2358614609511376,-0.2610381618903118,-0.5689586411252229,310201_C0000160_SEG_UNCOMP
4.8952113989286525,1.0,0.0,0.0,-2.0356160621398063,-0.6522914778078189,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
3.8156091506319965,0.0,1.0,0.0,-2.0356160621398063,-0.47595751208219217,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
3.6594156392098207,0.0,1.0,0.0,-2.0356160621398063,0.0226996337804447,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
3.8156091506319965,0.0,1.0,0.0,-2.0356160621398063,-0.47595751208219217,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
5.316150952898553,1.0,0.0,0.0,-2.0356160621398063,-0.29962354635656524,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
4.158111378254933,0.0,1.0,0.0,-2.0356160621398063,0.19903359950607158,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
3.6594156392098203,0.0,1.0,0.0,-2.0356160621398063,0.0226996337804447,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
4.158111378254933,0.0,1.0,0.0,-2.0356160621398063,0.19903359950607158,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
6.618082963554244,1.0,0.0,0.0,-2.0356160621398063,0.6976907453687083,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
5.2700838226512605,0.0,0.0,1.0,-2.0356160621398063,0.19903359950607158,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
4.876325134869212,0.0,0.0,1.0,-2.0356160621398063,0.0226996337804447,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
4.849606402397179,0.0,0.0,1.0,-2.0356160621398063,-0.47595751208219217,-0.7923594582468966,310201_C0000160_SEG_UNCOMP
4.656001882109462,1.0,0.0,0.0,-2.3827111374733305,-0.8664641333217751,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
3.75082552433803,0.0,1.0,0.0,-2.3827111374733305,-0.3525833887782355,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
3.394919158955396,0.0,1.0,0.0,-2.3827111374733305,-0.1961067178262589,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
3.75082552433803,0.0,1.0,0.0,-2.3827111374733305,-0.3525833887782355,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
5.624043658964998,1.0,0.0,0.0,-2.3827111374733305,0.1612973557653042,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
4.410034483782824,0.0,1.0,0.0,-2.3827111374733305,0.3177740267172808,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
3.394919158955396,0.0,1.0,0.0,-2.3827111374733305,-0.1961067178262589,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
4.410034483782824,0.0,1.0,0.0,-2.3827111374733305,0.3177740267172808,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
5.8688926648786355,1.0,0.0,0.0,-2.3827111374733305,0.47425069766925737,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
5.389799108407202,0.0,0.0,1.0,-2.3827111374733305,0.3177740267172808,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
4.451917060722983,0.0,0.0,1.0,-2.3827111374733305,-0.1961067178262589,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
4.620341392719777,0.0,0.0,1.0,-2.3827111374733305,-0.3525833887782355,-1.3602295384542442,310201_C0000160_SEG_UNCOMP
3.6027017591301687,1.0,0.0,0.0,-2.6091102532473065,-0.674164845493816,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
2.1676866215186785,0.0,1.0,0.0,-2.6091102532473065,-0.5481985938483991,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
2.463286694300972,0.0,1.0,0.0,-2.6091102532473065,0.05257845381628925,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
2.1676866215186785,0.0,1.0,0.0,-2.6091102532473065,-0.5481985938483991,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
3.895040721529629,1.0,0.0,0.0,-2.6091102532473065,-0.4222323422029824,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
2.574184120563337,0.0,1.0,0.0,-2.6091102532473065,0.1785447054617059,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
2.463286694300972,0.0,1.0,0.0,-2.6091102532473065,0.05257845381628925,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
2.574184120563337,0.0,1.0,0.0,-2.6091102532473065,0.1785447054617059,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
5.559212715303215,1.0,0.0,0.0,-2.6091102532473065,0.7793217531263942,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
3.8765308575374653,0.0,0.0,1.0,-2.6091102532473065,0.1785447054617059,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
3.6876264766243945,0.0,0.0,1.0,-2.6091102532473065,0.05257845381628925,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
3.3785749682084516,0.0,0.0,1.0,-2.6091102532473065,-0.5481985938483991,-0.6253882317843436,310201_C0000160_SEG_UNCOMP
5.34276743326552,1.0,0.0,0.0,-2.0874737133771,-0.6247420367644156,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
4.242118780381572,0.0,1.0,0.0,-2.0874737133771,-0.2402178126830001,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
3.7774890024633603,0.0,1.0,0.0,-2.0874737133771,-0.1355143670193206,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
4.242118780381573,0.0,1.0,0.0,-2.0874737133771,-0.2402178126830001,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
6.017911637991413,1.0,0.0,0.0,-2.0874737133771,0.1443064113984155,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
4.405216603516328,0.0,1.0,0.0,-2.0874737133771,0.24900985706209497,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
3.7774890024633603,0.0,1.0,0.0,-2.0874737133771,-0.1355143670193206,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
4.405216603516329,0.0,1.0,0.0,-2.0874737133771,0.24900985706209497,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
6.140313834337318,1.0,0.0,0.0,-2.0874737133771,0.3537133027257746,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
5.381129339146905,0.0,0.0,1.0,-2.0874737133771,0.24900985706209497,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
4.753053349967529,0.0,0.0,1.0,-2.0874737133771,-0.1355143670193206,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
5.255859677741225,0.0,0.0,1.0,-2.0874737133771,-0.2402178126830001,-0.9428262860803492,310201_C0000160_SEG_UNCOMP
5.638112022025795,1.0,0.0,0.0,-1.5789087073992776,-0.6750335639376159,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
4.603804181597847,0.0,1.0,0.0,-1.5789087073992776,-0.520850851180503,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
4.744261317462537,0.0,1.0,0.0,-1.5789087073992776,0.03678096419238524,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
4.603804181597847,0.0,1.0,0.0,-1.5789087073992776,-0.520850851180503,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
5.907413483999979,1.0,0.0,0.0,-1.5789087073992776,-0.36666813842339013,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
4.82157181664368,0.0,1.0,0.0,-1.5789087073992776,0.1909636769494983,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
4.744261317462538,0.0,1.0,0.0,-1.5789087073992776,0.03678096419238524,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
4.82157181664368,0.0,1.0,0.0,-1.5789087073992776,0.1909636769494983,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
7.143419037558064,1.0,0.0,0.0,-1.5789087073992776,0.7485954923223866,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
5.937605788242146,0.0,0.0,1.0,-1.5789087073992776,0.1909636769494983,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
5.727356940681727,0.0,0.0,1.0,-1.5789087073992776,0.03678096419238524,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
5.412670433287153,0.0,0.0,1.0,-1.5789087073992776,-0.520850851180503,-1.7106734817146718,350104_C0000094_SEG_UNCOMP
5.7862415801634075,1.0,0.0,0.0,-1.3019532126861397,-1.0680861498843504,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.193795503399453,0.0,1.0,0.0,-1.3019532126861397,-0.5860208140348881,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.130865883171614,0.0,1.0,0.0,-1.3019532126861397,-0.15258381530085705,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.193795503399454,0.0,1.0,0.0,-1.3019532126861397,-0.5860208140348881,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
6.8848001927554305,1.0,0.0,0.0,-1.3019532126861397,-0.1039554781854259,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.758673312457753,0.0,1.0,0.0,-1.3019532126861397,0.3294815205486052,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.130865883171615,0.0,1.0,0.0,-1.3019532126861397,-0.15258381530085705,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.758673312457753,0.0,1.0,0.0,-1.3019532126861397,0.3294815205486052,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
7.575158321197709,1.0,0.0,0.0,-1.3019532126861397,0.7629185192826362,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
6.844003620444405,0.0,0.0,1.0,-1.3019532126861397,0.3294815205486052,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
6.105098597124647,0.0,0.0,1.0,-1.3019532126861397,-0.15258381530085705,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.916369852100224,0.0,0.0,1.0,-1.3019532126861397,-0.5860208140348881,-1.7741657572509433,350104_C0000094_SEG_UNCOMP
5.798600655965276,1.0,0.0,0.0,-1.3712087237018498,-0.7979126723906772,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
4.916445499054445,0.0,1.0,0.0,-1.3712087237018498,-0.6404802766660362,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
5.0439369174437205,0.0,1.0,0.0,-1.3712087237018498,0.03512862215001181,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
4.916445499054445,0.0,1.0,0.0,-1.3712087237018498,-0.6404802766660362,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
6.255913022085965,1.0,0.0,0.0,-1.3712087237018498,-0.48304788094139517,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
5.317135234872415,0.0,1.0,0.0,-1.3712087237018498,0.1925610178746529,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
5.0439369174437205,0.0,1.0,0.0,-1.3712087237018498,0.03512862215001181,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
5.317135234872415,0.0,1.0,0.0,-1.3712087237018498,0.1925610178746529,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
7.543916124036826,1.0,0.0,0.0,-1.3712087237018498,0.8681699166907009,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
6.37968563732962,0.0,0.0,1.0,-1.3712087237018498,0.1925610178746529,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
6.092029121100423,0.0,0.0,1.0,-1.3712087237018498,0.03512862215001181,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
5.668580612561455,0.0,0.0,1.0,-1.3712087237018498,-0.6404802766660362,-2.2890254444961537,350104_C0000094_SEG_UNCOMP
4.691787808750177,1.0,0.0,0.0,-2.191043718261138,-0.6118007109688375,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
3.5775295353395,0.0,1.0,0.0,-2.191043718261138,-0.5005536363990009,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
3.844924781974849,0.0,1.0,0.0,-2.191043718261138,0.05903438224370391,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
3.5775295353395,0.0,1.0,0.0,-2.191043718261138,-0.5005536363990009,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
4.86553557148561,1.0,0.0,0.0,-2.191043718261138,-0.38930656182916434,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
3.864017122080108,0.0,1.0,0.0,-2.191043718261138,0.17028145681354045,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
3.844924781974849,0.0,1.0,0.0,-2.191043718261138,0.05903438224370391,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
3.8640171220801074,0.0,1.0,0.0,-2.191043718261138,0.17028145681354045,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
6.336341543802348,1.0,0.0,0.0,-2.191043718261138,0.729869475456245,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
4.989479491199372,0.0,0.0,1.0,-2.191043718261138,0.17028145681354045,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
4.801591570518279,0.0,0.0,1.0,-2.191043718261138,0.05903438224370391,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
4.477453206311897,0.0,0.0,1.0,-2.191043718261138,-0.5005536363990009,-1.0101078038668463,350104_C0000094_SEG_UNCOMP
4.195292978381971,1.0,0.0,0.0,-2.5232317641096684,-0.6736325916055713,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
3.2200447800417145,0.0,1.0,0.0,-2.5232317641096684,-0.5250392315300348,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
3.360609756446155,0.0,1.0,0.0,-2.5232317641096684,0.039933787316997614,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
3.2200447800417145,0.0,1.0,0.0,-2.5232317641096684,-0.5250392315300348,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
4.54672394575012,1.0,0.0,0.0,-2.5232317641096684,-0.37644587145449854,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
3.5302286572250194,0.0,1.0,0.0,-2.5232317641096684,0.18852714739253393,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
3.360609756446155,0.0,1.0,0.0,-2.5232317641096684,0.039933787316997614,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
3.5302286572250194,0.0,1.0,0.0,-2.5232317641096684,0.18852714739253393,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
6.058096767322305,1.0,0.0,0.0,-2.5232317641096684,0.7535001662395664,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
4.7571775843346895,0.0,0.0,1.0,-2.5232317641096684,0.18852714739253393,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
4.448624836523903,0.0,0.0,1.0,-2.5232317641096684,0.039933787316997614,-0.6723360646154317,350104_C0000094_SEG_UNCOMP
