BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3
0.2785,1.979,489.60397669545523,976.4248956863305,1691.3246178500542,226.28545411292095,460.94330487039286,247.02757726400006,0.17862633031688582,0.0814573749126037,0.1463504399530064,1,C0001890_SEG_UNCOMP,0.68708,0.95343,1.35949
0.1845,1.768,229.59255251098975,298.2931575210578,858.4931382708232,122.15120106571948,203.48766562520612,134.06643295910968,0.2739989844234206,0.06531395325928857,0.12083616726106419,2,C0001890_SEG_UNCOMP,0.77323,0.8598,1.36697
0.1844,1.901,250.06035971923185,302.0128675261268,1007.702162739416,87.43586453413087,155.3363524971692,167.62117926909298,0.21527869691812584,0.09323573683704021,0.07035034683892498,3,C0001890_SEG_UNCOMP,0.76535,0.77944,1.45521
0.11,1.863,68.71186552805237,104.28672672099293,325.57181816178894,32.23669613377061,58.05496189961559,46.9270973600579,0.19806631444056885,0.06711398538001553,0.08755011486845407,4,C0001890_SEG_UNCOMP,0.74164,0.87661,1.38175
0.112,1.806,64.3522009040766,132.00520322037852,297.3000131283169,28.144719379717472,63.43070146911454,40.75727283449363,0.13621119765353978,0.06550045667255439,0.11589599357639856,5,C0001890_SEG_UNCOMP,0.73234,0.94504,1.32262
0.2202,1.95,294.55449271927506,434.5521939343973,1357.034708216845,138.91948934942224,244.71875079140088,192.32152012835172,0.24685291962324285,0.073140908017739,0.07702155524582684,6,C0001890_SEG_UNCOMP,0.73022,0.84551,1.42427
