Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.9284092467471137,-0.4977744951615639,0.9629412658258916,0.0,0.00288540718797313,0.9238315186379128,0.9237846745534342,0.044087125605701334,0.04137901179489516
