Slope,Interception,RValue,PValue,Standard Error,RSquare,RSquareAdj,Relative Norm Error,Rel Norm Error Std
0.9479591156462457,-0.3553622371834555,0.9631655353044117,0.0,0.0028476572484012917,0.9272410984583813,0.9271989633520913,0.05302382447714729,0.08304273402337463
